-1	46.172 -11.132 28.058 96.156 34.796 51.127 36.031 37.238 26.494 97.703  9.119 44.239 36.206 26.671 63.166 93.175 -13.518 30.419 35.300 70.826 99.346 53.654 34.011 24.991 50.209 43.762 49.878 38.772 12.710 61.935 17.999 94.982  3.725 35.391 73.563 -8.397 55.533 42.073  6.170  1.143 
-1	65.581 -11.084 26.903 63.542 -86.902 45.917  8.815 56.921  6.575 79.690  6.913 44.700 66.528 54.486 79.961 57.194 -16.784  3.468 -9.540 17.503 41.841 75.722 -24.251 86.109 61.141 69.132 95.342  8.760 90.057 94.038 -25.582 52.326 72.310 43.636  5.535 -73.847 -81.093 16.349 79.374 85.461 
-1	 7.696 -10.563 29.617 79.847 -0.617 16.514 16.967 31.301 36.641 41.335 99.345 69.924 63.319  9.868 47.623 28.826 -22.562 16.776 46.335 66.007 47.146 11.687 31.146  0.843 96.276 25.981 50.372 68.365 17.022 17.027 13.639 50.904 86.597 77.571 59.301 47.930 42.105 15.439 48.347 60.838 
-1	35.052 -11.948 28.883 65.648 63.090 68.792 77.406 29.297 32.667 76.656 63.815 19.993 13.534 57.701 40.617 60.700 -18.745 96.848 64.748 73.780 89.059 34.885 45.765 29.598 39.097  7.954 69.855 17.188 36.724 66.697 58.085 89.648 17.992 74.392 86.859 42.510 66.936 91.088 89.480  3.380 
 1	21.272  9.519 -30.335 85.544 48.929 38.308 45.425  6.813 31.957 37.030 78.023 81.898 21.165 15.889 20.657 46.111  8.710 43.136 89.537 22.691 82.896 74.115 -13.066 57.370 12.728 28.697 81.776 59.040 74.836 56.147 40.879 45.146 97.672 76.312 40.852 19.346 93.054 21.665 80.156  8.164 
-1	87.617 -10.846 26.779 88.838 -47.324 57.045 43.597 34.614 25.323 96.308 34.253 59.787 13.304 18.360 22.270 23.679 -16.897 79.095  8.455 31.741 55.396 56.652 -52.946 94.929 81.939 95.802 30.550 33.101 30.384 58.290 -48.362 38.551 33.256 55.075 92.330 -10.502 -38.657 90.291 14.401 82.454 
-1	55.391 -10.151 25.319 30.130 -6.439 22.198  1.692 98.721  5.292 53.831 49.678 56.402 80.549 15.565 24.362 83.037 -18.388 44.363 -43.785 28.846 73.468 21.779 -1.209 56.879 36.103 85.385 69.183 43.161 46.164  8.147 -111.637 55.781  2.338 78.345 66.229 -34.841 -88.416 90.809 33.036 69.489 
-1	88.404 -10.880 28.011 71.700 80.900 53.124 39.754 13.766  2.930 35.271 39.609 42.249  7.253  0.118 75.621 27.999 -22.713 71.851 62.379 40.832 80.157 57.600 110.509 54.056 25.153  2.627 51.518 50.909  5.496 26.491 51.537 21.820 53.461 84.200 57.662 26.960 103.508 47.567  7.124  9.310 
-1	35.558 -11.426 28.254 32.345 74.586 18.377 69.563 63.748 23.681 76.051 83.148 30.051  3.764 15.002 87.254 87.412 -16.910 16.052 56.545  8.918 32.494 36.515  3.139 46.160 79.426 44.876 48.116 41.381 16.258 60.701 12.416  1.945 32.983 51.880 83.651 -5.831 -13.235 40.910  7.864 15.639 
-1	98.617 -11.053 27.537 28.486 -67.447 34.456 78.419 49.039 72.989 98.228 38.631 12.743 79.635 88.374 18.286 10.642 -21.991 63.417 -25.754 36.031 89.062 87.757 -92.196 29.214 31.763 12.197 69.528 29.862 66.845 41.265 -42.133 37.056 25.160 47.710  7.663 -47.897 -34.548 98.026 85.454 80.959 
-1	82.148 -10.025 28.756 24.140 30.986 98.327 68.665 57.945 72.861 38.140 92.547 56.424  0.653 53.096 88.710 15.229 -14.304  6.919 67.393 82.257 88.334 12.440 52.133 54.389 17.825 22.822 49.701 24.385 33.665 54.698 65.186  5.727  7.098 43.989 16.948 34.094 93.156 71.825 31.505 77.793 
-1	86.091 -11.464 29.969 83.333 38.541 41.111 89.563 60.699 81.731 97.889 39.169 74.986  5.386 82.439 32.158 72.078 -13.112 50.552 31.196 14.296 50.650  7.954  5.527 13.039 23.734 80.985 64.538 28.009 84.328 76.553 56.811 79.317  8.561 71.418 19.351  7.566 108.199 23.895 18.959 19.924 
-1	16.955 -10.196 26.216 53.088  2.603 68.292 40.606 28.540 66.933  8.121 60.098 44.761 70.723  3.330 11.132  5.816 -21.691 84.139 -73.069 14.331 19.878 94.993 -88.795 97.198 93.128 35.579 83.980 82.006 72.216 21.332 -103.135 80.484 51.395 75.253 49.518 -33.075 -16.544 20.226 64.573 73.126 
 1	30.741  9.000 -32.387 42.226 21.633 12.147 48.698 19.716 93.640 40.047 31.098 89.763 46.019 84.251 27.602  1.947 10.634  0.189 32.468 79.260 60.862 59.604 92.377  7.679 63.674 87.181 65.136 92.164 96.996 61.072 54.066 54.927 59.083 80.736 30.470  9.436 22.387 69.264 70.804 83.613 
-1	74.253 -10.083 26.420 41.354  2.108 50.559 91.330 43.645 58.976 17.489 26.283 30.754 69.994 31.503 29.594 32.154 -15.670 62.657 68.860 81.811 39.219 41.135 33.008 92.175 44.530 18.144 46.745 77.388 55.660 55.306 18.263 48.867 75.262 92.992 38.099 82.383 57.010  9.212 43.225 94.794 
 1	84.487  8.472 -34.577 82.615 -97.376 75.472 57.160 42.613 82.050 48.290 88.698 60.179 10.762 75.348 72.064 68.116  9.764  6.432 -52.116 85.910 78.890 99.413 -18.790 67.549 74.951 58.776 25.995 94.826 40.807 64.736 -59.788 68.475 51.052 46.180 61.896 -40.033 -48.932 88.626 87.594 22.549 
-1	98.796 -11.322 29.524 72.155 -52.406 27.438 71.859 73.349 64.112  8.051 52.010 17.580 86.846 35.361 10.300 82.728 -21.442 92.990 -76.236 66.702 47.367 84.688 -12.532 37.685 27.086  6.477 79.026 16.243 38.636 43.616 -12.441 96.322 55.619 97.580 14.140 -61.536 -84.582 37.462 89.584 60.922 
-1	15.645 -10.034 25.571 59.824 -69.427 18.671 64.272 52.053 89.178  2.627 60.243  4.738 81.630  1.036 32.931 19.207 -22.646 83.312 -61.193 82.062 45.548 66.033 -26.245 29.409 49.371 68.610 13.951 92.456 19.732 77.938 -25.890 67.843 28.152 57.122 27.888 -29.748 -38.734 65.364 15.132  3.829 
-1	87.115 -11.554 29.352 31.492 60.741 94.383 59.085 18.702 76.079 56.222 60.789  2.100 66.517 93.273 86.097 91.800 -19.154 82.135 19.888 77.544  6.532 82.929 35.206 97.970 65.722 77.903 76.313 41.719 43.976 11.440 61.223 64.366 78.072 35.132 28.965  2.255 100.640 45.575 33.050 53.234 
 1	77.127  9.998 -31.794 16.138 61.100 81.830 74.238 44.713 78.870 41.836 85.805 27.702 61.488 96.888 52.297 51.334  4.136 76.479 17.296 24.690 31.219 27.819 72.145 43.934 83.223 99.260 76.611 32.898 28.841 32.353 24.502 42.318 44.344 13.178 42.901 59.855 23.211 37.257 51.248 48.599 
 1	70.280  9.926 -34.884  8.370 -39.291 33.757 78.121 27.893 38.801 23.351 50.596 37.046 99.902 64.221 37.107 64.925  7.147 69.746 -90.480 48.034  1.875 12.204 -28.534 15.589 81.294 33.563  8.456 57.084 77.431 96.730 -80.606 66.567 85.706 52.202 91.115 -75.113 -77.091 54.118 89.379 48.315 
 1	49.581  9.469 -33.524 15.845 22.608 87.428 21.659 92.027 72.297  6.358 72.665 89.349  2.685 39.994 25.126 31.028  9.017 79.955 68.071 54.075 41.849 31.425 95.362 93.501 47.950 22.949 19.998  2.086 39.419 86.215 14.793 92.103 68.346  7.881 58.868 51.815 58.983 60.519  0.255  0.589 
-1	22.501 -11.825 27.612 77.890 -44.188 73.782 96.111 96.316 33.079  1.357 91.097 16.745 78.223 81.122 60.237 53.873 -22.627 89.926 -50.514 32.896 65.445 35.898 -66.213 14.399 73.538 75.946 30.635 43.895 99.492 87.113 -24.953 57.983 53.234 57.622 61.992 -87.528 -50.784 15.782 94.869  7.001 
 1	70.660  9.282 -31.791  3.216 -39.781 14.105 22.453 80.106 74.217 78.114 89.929 67.603 67.138 20.871 65.830 94.026  9.438 51.977 -20.934 34.781 20.570 17.787 -108.306 91.427 65.773 86.645 54.016 36.679 48.520 27.218  7.028 14.252  2.457 97.531 59.689 -26.807 -38.399 81.331 31.714 56.831 
 1	11.779  8.975 -32.838 85.960 17.012 21.686 57.570 82.768 18.300 66.709 90.555 78.701 90.256 78.349  2.977 74.441  8.035 23.308 69.053 60.773 16.270 94.444 16.771 93.408 83.613 74.697 91.005 91.177 47.262 53.708 33.800 22.141 71.123 94.715  1.499 85.960 35.983 27.171 34.828 96.698 
-1	27.207 -10.730 29.546 15.650 -29.692 26.929 55.146 23.447 25.756 27.867 70.845 15.861 71.968 11.993 14.336 11.325 -15.745  0.469 -76.588 91.283 69.540 45.799 -6.584 87.110 57.204 50.270 36.585 27.364 21.981 52.271  0.240 60.708 95.045 10.148 22.936 -85.380 -78.549 23.346 56.441 76.823 
-1	46.025 -11.867 27.124 35.628 -65.584 98.837 65.150 57.843 12.317 40.767 97.750 68.382  7.385 27.370 99.962 78.211 -13.572 38.028 -73.861 14.573 98.180 95.856 -50.583 30.097  5.857 57.716 82.820 37.377 56.272 21.867 -18.130 13.117 24.123 42.261  1.605 -47.157 -28.333 76.453 34.496 97.605 
-1	 9.864 -10.332 26.394  0.363 -17.193 93.944 73.557 51.997 40.774 32.623 68.276 34.484 41.926 57.674 12.816 86.660 -19.727 55.001 -86.575 63.509 64.796 90.382 -44.619 99.089 79.332 29.206 26.679 91.178 47.937 36.862 -8.467 73.950 11.148 66.445  8.943 -35.441 -2.663 48.422 51.910 23.632 
 1	32.420  9.045 -32.254 87.011 25.776 51.871 35.773 82.245 60.014 89.895 52.140 64.877 90.894 46.923 49.810 49.433  3.389 43.997  9.425 87.619 63.959 92.559 78.363 29.213 21.787 51.378 96.131  7.218 68.021 65.026 44.826 50.982  3.764 80.923 69.485 49.346 90.315  5.851 33.572 34.567 
-1	48.043 -11.632 25.670  0.484 55.411 87.831 46.766 70.210 86.069 40.906 77.016 71.036 14.811 92.600 58.543 84.386 -14.162 60.615 95.949 53.924 83.968 66.432 46.251 25.983 93.798  4.380 89.455 10.462 50.350 27.866 38.578 37.282 12.883 86.160 56.014 81.428 -2.341 16.754 16.720 85.528 
-1	25.605 -11.850 26.196 79.829 -96.766 21.652 98.817 58.313  6.482 64.736 78.035 48.643  9.084 53.536 12.094 19.816 -18.866  9.338 -60.447 75.652 75.589 87.317 -55.127 51.041  3.632 39.321 91.706 66.465 63.042 76.795 -44.534  5.298 96.792 76.687 56.433 -46.563 -67.055 99.441 45.001  6.925 
-1	18.516 -10.547 26.546 27.529 -82.908 92.220 42.624 47.852 74.238 70.435 34.207 57.577 50.799 30.394  2.382 41.134 -20.144 43.595 -30.239 48.033 33.525 71.542 -55.905 37.631 88.486 86.401 74.375 66.006 98.019 14.403 -20.244 96.413 51.662 84.242  0.444 -97.499 -76.116 79.080 24.772 55.518 
 1	63.434  9.768 -32.712  3.839 -97.834 90.097 70.647 37.316 55.075  9.409 12.354 17.083 44.140 54.733 94.955 54.736  4.189 97.025 -53.028 55.042 79.078 39.961 -58.400 86.734 20.305 81.605 82.510 82.710 77.894 57.694 -50.138  4.419 59.246 75.621 64.090 -0.129 -76.660 49.310 79.277 67.195 
 1	98.738  8.271 -34.113 23.029 39.137 12.199 22.960 87.675 47.077 35.023 56.384 35.083 83.252  0.116 63.129 48.415  5.212 23.980 30.286 32.550 39.207 14.104 40.358  7.198 99.425 65.221 45.718 15.402  7.387 93.959 47.177 93.969 73.528 56.709 62.741 82.106 84.278 74.004 95.813 49.474 
 1	83.141  8.697 -30.602 63.959 -2.475 65.340  7.981 18.660 48.164 70.539 22.025 43.691  3.577 63.418 65.211 85.548  6.520 66.174 11.516  4.904 92.394 50.595 -101.042 74.870 35.794 24.440 64.768 71.513 71.475  7.524 -35.808 16.329 53.135 60.017 58.124 -39.489 -17.559 14.441 47.599 65.400 
 1	60.069  9.900 -33.858 22.596 -20.837 50.124  2.153 43.678 20.914 45.931 34.436 59.568  8.323 68.605 69.890 56.308 12.735 15.854 -0.836 77.541 85.045 35.215 -48.361  4.812 99.980 99.563 35.161 11.281  2.344 55.058 -100.003 99.765 94.816 12.266 75.725 -52.781 -77.370  4.104 17.323 20.414 
 1	20.348  8.398 -32.782 11.112 -16.070 90.305 99.522 42.446 66.618 60.680  1.241 95.615 98.795 42.853 33.337 85.148 12.102 31.527 -85.500 71.630 40.196 57.494 -54.144 23.773 16.063 49.471  3.767 87.190 23.323 86.365 -31.327 10.079 38.123 33.441 13.321 -85.398 -13.988 15.096 69.555 18.443 
-1	26.687 -10.005 26.664  8.501 -17.027 79.830 45.620 82.954 61.142 21.020  3.570 72.394  3.645 30.796 74.683 43.873 -16.169  6.445 -73.959 78.969 40.638 73.107 -102.345 96.476 68.179 63.886 44.385 56.133 72.111 25.509 -59.004 82.434 56.533 97.123 45.708 -62.355 -99.165 75.406 31.281 85.933 
 1	55.328  8.875 -34.041 56.696 24.097 15.553 65.345 65.709 98.073 53.581 20.211 74.788 22.737 48.195 64.884 34.837 12.706 24.811 99.861 84.649 14.570 45.323 98.405 91.413 73.317 83.712 47.670 65.980 87.063 28.100 58.433 68.620 10.505 51.139  5.862 32.521 36.314 27.249 33.810  2.304 
 1	 3.884  9.907 -32.385 86.171 72.558  7.337 78.269 36.011  7.996 40.198 78.478 66.398 91.821 90.912 94.032 39.970  3.266 43.694 47.625 97.158  5.336 97.961 51.769 62.414 58.634 23.217 81.936 43.651 24.182 67.792 77.733 95.925 63.035 32.042 75.410 64.639 -5.577 15.719 18.015 23.000 
 1	96.993  9.339 -31.911 12.647 -88.509 14.939 48.632 40.518 61.253 31.376 64.430  0.873 79.938 10.288  1.689 32.178  3.030 70.104 -97.233 26.353 52.566 77.596 -10.157 98.085 22.021 83.899 45.358 51.824 13.252 16.441 -109.340 48.495 36.898 55.296 75.676 -34.164 -24.416 27.186 95.763 77.823 
 1	20.996  9.641 -34.470 72.947 -51.936 69.789 83.610 33.381 77.245 37.341  9.339 54.439  9.895 51.070 40.356 19.938 11.703 90.881 -40.124  1.789  8.780 20.494 -0.643 96.934 28.278 12.964 23.507 66.974 80.724 33.351 -71.118 78.798 71.007 34.426 28.239 -68.761 -21.023 10.574 22.939 44.914 
 1	46.922  8.679 -30.461 18.870 -71.982 74.755 34.357 44.802 28.042  4.501 21.232 14.994 30.029 10.531 93.424 42.982  8.104  6.624 -103.531  9.709 83.589 31.684 -97.474  9.233 46.529 68.014 47.394 36.333 67.708 23.501 -83.889 75.502 71.761 64.549 57.748 -29.587 -19.142 10.521 74.555 52.178 
-1	70.941 -10.531 25.622 17.019 -89.146 38.008 49.252 56.188  1.124 11.787 52.926 49.272 73.380 90.514 92.091 88.334 -14.765 35.738 -86.920 38.342 15.211 20.954 -44.183  2.705 64.053 97.248 85.905 70.158 76.571 77.566 -39.132 72.283  5.876 58.734 66.070 -83.639 -32.964 52.056 87.472 75.723 
 1	40.123  9.464 -33.724 16.581 73.887 54.468 23.360 56.756 11.850  1.548 60.335  2.535 92.634 91.492 73.974 59.889 10.823 26.953 83.342  1.891 36.190 86.332 27.596  4.843 32.311 38.465 63.344 22.171 30.835 43.205 45.077 26.462 89.323 40.932 12.779 23.888 78.752 20.705  9.834 64.782 
-1	25.713 -11.251 25.437 80.010 -31.239 31.033 33.120 91.533  5.512 36.045  1.524 15.005 98.503 13.115 19.081 79.114 -22.245 90.006 -84.975 74.976 27.045 78.546 -54.065 67.289  2.945  1.102 89.586 91.589 52.913 38.061  8.804 68.840 93.152 26.256 77.638 -68.354 -62.368 11.477  4.391 75.061 
-1	26.567 -10.768 26.884 46.287 -56.382 39.454 36.534 67.825 74.894 69.822 31.443 92.043 19.734 22.683 97.307  4.604 -19.279 12.526 -64.825 38.554 32.505 21.824 -62.249 82.705 44.207 60.354 73.933 75.381 57.326 64.323 -61.554 93.232 85.552 13.784  0.875 -48.079 -5.632 76.998 91.959 66.785 
 1	31.446  8.840 -34.189 86.801 38.659 94.778 52.788 24.331 93.356 72.596 28.002 45.628 64.426 74.294 71.562 87.693  4.658 74.276 13.395 50.052 59.214 29.165 33.505 32.510 69.180 65.699 37.349  2.291 79.878 71.462 38.750  9.025 18.638 71.352 81.564 25.577 48.473 88.607 92.140 41.675 
-1	96.687 -11.899 27.334 30.232 -23.305 61.604 95.196 96.208  3.815 25.862 79.805 48.133  9.935 20.282 30.966 20.378 -18.795 96.914 -42.040 90.410 33.872 87.733  2.445 46.769 31.988  0.233 64.473 37.831 85.646 91.752 -54.272 57.228 31.306 45.350 59.592 -30.220 -8.415 13.241 89.569 11.722 
-1	58.409 -10.246 27.935 26.571 -110.318 81.805 18.067 58.577 13.652 83.444 61.218 12.294 20.007 58.402 78.840  2.167 -13.111  6.179 -56.669 44.819 20.021 35.355 -75.441  9.748 10.954 58.792  7.050 74.366 70.738 30.877 -41.046 57.900 42.344 84.565 98.313 -78.548 -69.193 74.886  9.768 31.452 
-1	17.546 -11.400 29.547 22.411 62.693 55.907 15.846 89.741 18.085 50.122 49.702 24.507 33.662 11.960 31.211 87.752 -14.912 62.369 23.246 32.051 49.846 93.506  7.454 15.478 47.737 16.238 81.409 51.861  6.134 37.476 75.939 82.528 40.268  3.893 21.464  6.055 62.372 45.219 89.025 12.805 
-1	 4.735 -11.888 26.051 94.029 -12.942 28.457 52.952 22.921 86.310 46.917 41.128 93.715 75.042 35.671 78.980 77.420 -21.879 57.076 24.385  7.099 33.437 80.722 39.245 71.628 20.115 11.340  6.124 55.236 28.234 89.923 29.304 33.321 10.014 30.004 43.952 16.491 37.322 72.999 19.611 70.382 
 1	32.343  8.348 -34.642 85.200 29.564 81.066 95.499 42.904 36.583 17.344 53.916 77.510 18.052 14.394 89.307 84.678 12.235  5.136 50.738 92.228 85.984 85.804 39.487 56.542 68.544 11.831 81.541 27.898 33.837 71.291 105.432  0.632 27.644  8.041 46.287 54.665 58.524 75.164 65.171 68.428 
 1	33.532  8.714 -31.673 56.936 68.032 15.389 22.798 92.801 55.625 15.216 11.430 49.678 64.837 17.727  0.102 94.142 10.295 84.276 87.306 78.432 61.846 52.830 69.014 75.452 95.590 78.272 95.853 63.973 21.115 94.464 66.851 67.123 37.670 20.187 38.353 -6.212 64.566 74.571 21.881  4.007 
 1	46.445  8.156 -30.945  3.524 96.768 87.583 81.149 61.648 82.972 46.854 51.678 34.633 18.252  7.038 11.582 52.907 11.229 73.615  7.483 21.191 97.308 31.841 27.424 88.466 84.736 79.479 58.564 68.553 76.327 35.575 50.254 23.951 99.360 11.651 39.016 75.834 45.732 77.127  8.430 87.349 
